genus	reads	relative_abundance	percent
Candidatus Captivus	8	5.5252816166974e-05	0.0055252816166974
Candidatus Vidania	8	5.5252816166974e-05	0.0055252816166974
Isoptericola	8	5.5252816166974e-05	0.0055252816166974
Lysinimonas	8	5.5252816166974e-05	0.0055252816166974
Psychrobacillus	8	5.5252816166974e-05	0.0055252816166974
Psychrobacter	8	5.5252816166974e-05	0.0055252816166974
SCGC-AB-539-J10	8	5.5252816166974e-05	0.0055252816166974
Saccharomonospora	8	5.5252816166974e-05	0.0055252816166974
Sulfuriferula	8	5.5252816166974e-05	0.0055252816166974
Tepidicaulis	8	5.5252816166974e-05	0.0055252816166974
Treponema	8	5.5252816166974e-05	0.0055252816166974
Alteromonas	7	4.83462141461023e-05	0.00483462141461023
Aquamicrobium	7	4.83462141461023e-05	0.00483462141461023
Candidatus Desulforudis	7	4.83462141461023e-05	0.00483462141461023
Cellulomonas	7	4.83462141461023e-05	0.00483462141461023
Clostridium sensu stricto 8	7	4.83462141461023e-05	0.00483462141461023
Desulfuribacillus	7	4.83462141461023e-05	0.00483462141461023
Limnohabitans	7	4.83462141461023e-05	0.00483462141461023
Rhodoplanes	7	4.83462141461023e-05	0.00483462141461023
Rikenellaceae RC9 gut group	7	4.83462141461023e-05	0.00483462141461023
Ruminococcus	7	4.83462141461023e-05	0.00483462141461023
Simplicispira	7	4.83462141461023e-05	0.00483462141461023
Sutterella	7	4.83462141461023e-05	0.00483462141461023
Thiothrix	7	4.83462141461023e-05	0.00483462141461023
Tolumonas	7	4.83462141461023e-05	0.00483462141461023
UCG-002	7	4.83462141461023e-05	0.00483462141461023
CL500-29 marine group	6	4.14396121252305e-05	0.00414396121252305
Caryophanon	6	4.14396121252305e-05	0.00414396121252305
Crossiella	6	4.14396121252305e-05	0.00414396121252305
Dethiobacter	6	4.14396121252305e-05	0.00414396121252305
Erythrobacter	6	4.14396121252305e-05	0.00414396121252305
Geodermatophilus	6	4.14396121252305e-05	0.00414396121252305
Granulicoccus	6	4.14396121252305e-05	0.00414396121252305
Ilumatobacter	6	4.14396121252305e-05	0.00414396121252305
JTB215	6	4.14396121252305e-05	0.00414396121252305
Janthinobacterium	6	4.14396121252305e-05	0.00414396121252305
MND1	6	4.14396121252305e-05	0.00414396121252305
Methylotenera	6	4.14396121252305e-05	0.00414396121252305
Noviherbaspirillum	6	4.14396121252305e-05	0.00414396121252305
OM43 clade	6	4.14396121252305e-05	0.00414396121252305
PMMR1	6	4.14396121252305e-05	0.00414396121252305
Plesiomonas	6	4.14396121252305e-05	0.00414396121252305
Subgroup 23	6	4.14396121252305e-05	0.00414396121252305
Actinopolyspora	5	3.45330101043588e-05	0.00345330101043588
Agrococcus	5	3.45330101043588e-05	0.00345330101043588
